day,hour,zone_id,zone_type,baseline_demand_kw,actual_demand_kw,grid_capacity_kw,load_ratio,stress_level,is_weekend
4,12,Z2,commercial,827.81,788.79,600.0,1.315,critical,False
4,12,Z3,corridor,172.6,182.87,460.0,0.398,low,False
4,12,Z4,mixed,221.35,230.21,520.0,0.443,low,False
4,13,Z1,residential,188.05,172.46,380.0,0.454,low,False
4,13,Z2,commercial,818.1,827.68,600.0,1.379,critical,False
4,13,Z3,corridor,175.72,173.05,460.0,0.376,low,False
4,13,Z4,mixed,239.33,237.7,520.0,0.457,low,False
4,14,Z1,residential,170.69,170.95,380.0,0.45,low,False
4,14,Z2,commercial,793.87,746.81,600.0,1.245,critical,False
4,14,Z3,corridor,172.47,170.97,460.0,0.372,low,False
4,14,Z4,mixed,233.72,218.2,520.0,0.42,low,False
4,15,Z1,residential,162.13,164.14,380.0,0.432,low,False
4,15,Z2,commercial,764.05,782.19,600.0,1.304,critical,False
4,15,Z3,corridor,171.4,168.03,460.0,0.365,low,False
4,15,Z4,mixed,208.88,215.71,520.0,0.415,low,False
4,16,Z1,residential,166.98,169.68,380.0,0.447,low,False
4,16,Z2,commercial,771.56,806.27,600.0,1.344,critical,False
4,16,Z3,corridor,168.94,163.58,460.0,0.356,low,False
4,16,Z4,mixed,438.78,466.43,520.0,0.897,high,False
4,17,Z1,residential,183.65,183.36,380.0,0.483,low,False
4,17,Z2,commercial,185.17,189.4,600.0,0.316,low,False
4,17,Z3,corridor,507.5,546.26,460.0,1.188,critical,False
4,17,Z4,mixed,468.53,489.58,520.0,0.942,high,False
4,18,Z1,residential,581.44,582.19,380.0,1.532,critical,False
4,18,Z2,commercial,225.15,222.59,600.0,0.371,low,False
4,18,Z3,corridor,533.05,511.39,460.0,1.112,critical,False
4,18,Z4,mixed,467.04,463.71,520.0,0.892,high,False
4,19,Z1,residential,548.59,578.23,380.0,1.522,critical,False
4,19,Z2,commercial,216.47,224.34,600.0,0.374,low,False
4,19,Z3,corridor,514.23,501.05,460.0,1.089,critical,False
4,19,Z4,mixed,453.98,441.87,520.0,0.85,high,False
4,20,Z1,residential,554.56,570.49,380.0,1.501,critical,False
4,20,Z2,commercial,219.55,216.07,600.0,0.36,low,False
4,20,Z3,corridor,494.73,481.17,460.0,1.046,critical,False
4,20,Z4,mixed,481.34,462.08,520.0,0.889,high,False
4,21,Z1,residential,604.93,577.68,380.0,1.52,critical,False
4,21,Z2,commercial,216.47,218.9,600.0,0.365,low,False
4,21,Z3,corridor,551.47,517.8,460.0,1.126,critical,False
4,21,Z4,mixed,450.14,455.84,520.0,0.877,high,False
4,22,Z1,residential,578.45,593.46,380.0,1.562,critical,False
4,22,Z2,commercial,175.52,179.45,600.0,0.299,low,False
4,22,Z3,corridor,96.24,99.76,460.0,0.217,low,False
4,22,Z4,mixed,224.87,233.03,520.0,0.448,low,False
4,23,Z1,residential,80.37,81.08,380.0,0.213,low,False
4,23,Z2,commercial,183.37,175.51,600.0,0.293,low,False
4,23,Z3,corridor,100.81,93.03,460.0,0.202,low,False
4,23,Z4,mixed,133.37,140.81,520.0,0.271,low,False
5,0,Z1,residential,87.37,82.92,380.0,0.218,low,True
5,0,Z2,commercial,201.1,197.15,600.0,0.329,low,True
5,0,Z3,corridor,105.94,112.99,460.0,0.246,low,True
5,0,Z4,mixed,168.84,156.99,520.0,0.302,low,True
5,1,Z1,residential,75.98,81.91,380.0,0.216,low,True
5,1,Z2,commercial,201.31,195.75,600.0,0.326,low,True
5,1,Z3,corridor,104.01,104.52,460.0,0.227,low,True
5,1,Z4,mixed,150.94,155.32,520.0,0.299,low,True
5,2,Z1,residential,93.19,90.2,380.0,0.237,low,True
5,2,Z2,commercial,218.57,219.15,600.0,0.365,low,True
5,2,Z3,corridor,119.47,115.63,460.0,0.251,low,True
5,2,Z4,mixed,173.13,164.63,520.0,0.317,low,True
5,3,Z1,residential,90.03,95.7,380.0,0.252,low,True
5,3,Z2,commercial,206.77,210.5,600.0,0.351,low,True
5,3,Z3,corridor,118.23,124.35,460.0,0.27,low,True
5,3,Z4,mixed,172.19,163.75,520.0,0.315,low,True
5,4,Z1,residential,79.3,83.7,380.0,0.22,low,True
5,4,Z2,commercial,201.6,201.67,600.0,0.336,low,True
5,4,Z3,corridor,104.39,105.6,460.0,0.23,low,True
5,4,Z4,mixed,148.5,154.78,520.0,0.298,low,True
5,5,Z1,residential,210.01,215.87,380.0,0.568,medium,True
5,5,Z2,commercial,205.67,216.2,600.0,0.36,low,True
5,5,Z3,corridor,118.92,116.07,460.0,0.252,low,True
5,5,Z4,mixed,163.61,167.25,520.0,0.322,low,True
5,6,Z1,residential,196.49,199.79,380.0,0.526,medium,True
5,6,Z2,commercial,203.0,214.36,600.0,0.357,low,True
5,6,Z3,corridor,199.56,213.56,460.0,0.464,low,True
5,6,Z4,mixed,276.61,280.96,520.0,0.54,medium,True
5,7,Z1,residential,192.34,196.11,380.0,0.516,medium,True
5,7,Z2,commercial,484.06,487.95,600.0,0.813,high,True
5,7,Z3,corridor,646.08,654.0,460.0,1.422,critical,True
5,7,Z4,mixed,355.8,364.81,520.0,0.702,medium,True
5,8,Z1,residential,199.46,200.31,380.0,0.527,medium,True
5,8,Z2,commercial,472.64,507.01,600.0,0.845,high,True
5,8,Z3,corridor,612.12,592.95,460.0,1.289,critical,True
5,8,Z4,mixed,371.74,365.41,520.0,0.703,medium,True
5,9,Z1,residential,203.71,206.97,380.0,0.545,medium,True
5,9,Z2,commercial,491.18,508.14,600.0,0.847,high,True
5,9,Z3,corridor,618.84,639.38,460.0,1.39,critical,True
5,9,Z4,mixed,362.08,354.92,520.0,0.683,medium,True
5,10,Z1,residential,209.28,212.55,380.0,0.559,medium,True
5,10,Z2,commercial,881.77,972.13,600.0,1.62,critical,True
5,10,Z3,corridor,613.27,638.31,460.0,1.388,critical,True
5,10,Z4,mixed,335.84,352.63,520.0,0.678,medium,True
5,11,Z1,residential,216.32,212.74,380.0,0.56,medium,True
5,11,Z2,commercial,986.86,977.63,600.0,1.629,critical,True
5,11,Z3,corridor,215.89,236.77,460.0,0.515,medium,True
5,11,Z4,mixed,274.81,266.25,520.0,0.512,medium,True
5,12,Z1,residential,212.19,220.41,380.0,0.58,medium,True
5,12,Z2,commercial,944.52,918.74,600.0,1.531,critical,True
5,12,Z3,corridor,213.22,215.41,460.0,0.468,low,True
5,12,Z4,mixed,274.77,274.86,520.0,0.529,medium,True
5,13,Z1,residential,205.28,213.71,380.0,0.562,medium,True
5,13,Z2,commercial,1025.55,1061.59,600.0,1.769,critical,True
5,13,Z3,corridor,222.78,218.67,460.0,0.475,low,True
5,13,Z4,mixed,276.88,277.24,520.0,0.533,medium,True
5,14,Z1,residential,203.49,206.66,380.0,0.544,medium,True
5,14,Z2,commercial,936.75,904.11,600.0,1.507,critical,True
5,14,Z3,corridor,202.92,208.48,460.0,0.453,low,True
5,14,Z4,mixed,262.44,269.58,520.0,0.518,medium,True
5,15,Z1,residential,218.95,207.65,380.0,0.546,medium,True
5,15,Z2,commercial,1005.34,989.13,600.0,1.649,critical,True
5,15,Z3,corridor,227.07,212.72,460.0,0.462,low,True
5,15,Z4,mixed,271.87,293.04,520.0,0.564,medium,True
5,16,Z1,residential,212.64,215.75,380.0,0.568,medium,True
5,16,Z2,commercial,994.62,939.5,600.0,1.566,critical,True
5,16,Z3,corridor,212.5,217.03,460.0,0.472,low,True
5,16,Z4,mixed,535.89,541.58,520.0,1.042,critical,True
5,17,Z1,residential,216.19,212.49,380.0,0.559,medium,True
5,17,Z2,commercial,207.49,216.12,600.0,0.36,low,True
5,17,Z3,corridor,611.68,614.54,460.0,1.336,critical,True
5,17,Z4,mixed,561.35,590.49,520.0,1.136,critical,True
5,18,Z1,residential,675.29,708.29,380.0,1.864,critical,True
5,18,Z2,commercial,266.64,263.33,600.0,0.439,low,True
5,18,Z3,corridor,624.39,624.06,460.0,1.357,critical,True
5,18,Z4,mixed,545.03,570.78,520.0,1.098,critical,True
5,19,Z1,residential,673.23,686.43,380.0,1.806,critical,True
5,19,Z2,commercial,262.23,246.22,600.0,0.41,low,True
5,19,Z3,corridor,633.84,602.35,460.0,1.309,critical,True
5,19,Z4,mixed,576.0,574.23,520.0,1.104,critical,True
5,20,Z1,residential,697.62,713.89,380.0,1.879,critical,True
5,20,Z2,commercial,271.35,269.75,600.0,0.45,low,True
5,20,Z3,corridor,613.28,641.87,460.0,1.395,critical,True
5,20,Z4,mixed,540.68,558.3,520.0,1.074,critical,True
5,21,Z1,residential,713.15,707.1,380.0,1.861,critical,True
5,21,Z2,commercial,260.56,255.91,600.0,0.427,low,True
5,21,Z3,corridor,611.01,652.61,460.0,1.419,critical,True
5,21,Z4,mixed,564.07,549.02,520.0,1.056,critical,True
5,22,Z1,residential,714.17,713.11,380.0,1.877,critical,True
5,22,Z2,commercial,206.16,208.3,600.0,0.347,low,True
5,22,Z3,corridor,99.53,104.52,460.0,0.227,low,True
5,22,Z4,mixed,251.78,247.59,520.0,0.476,low,True
5,23,Z1,residential,89.13,86.34,380.0,0.227,low,True
5,23,Z2,commercial,198.24,206.42,600.0,0.344,low,True
5,23,Z3,corridor,110.81,114.54,460.0,0.249,low,True
5,23,Z4,mixed,170.67,170.34,520.0,0.328,low,True
6,0,Z1,residential,89.15,84.17,380.0,0.222,low,True
6,0,Z2,commercial,200.28,203.01,600.0,0.338,low,True
6,0,Z3,corridor,112.44,100.74,460.0,0.219,low,True
6,0,Z4,mixed,170.39,159.95,520.0,0.308,low,True
6,1,Z1,residential,102.3,103.88,380.0,0.273,low,True
6,1,Z2,commercial,220.17,222.27,600.0,0.37,low,True
6,1,Z3,corridor,118.88,124.6,460.0,0.271,low,True
6,1,Z4,mixed,176.95,180.0,520.0,0.346,low,True
6,2,Z1,residential,83.63,86.01,380.0,0.226,low,True
6,2,Z2,commercial,216.54,220.16,600.0,0.367,low,True
6,2,Z3,corridor,115.74,113.59,460.0,0.247,low,True
6,2,Z4,mixed,166.91,159.03,520.0,0.306,low,True
6,3,Z1,residential,99.2,102.13,380.0,0.269,low,True
6,3,Z2,commercial,223.52,220.32,600.0,0.367,low,True
6,3,Z3,corridor,123.47,119.79,460.0,0.26,low,True
6,3,Z4,mixed,166.02,167.22,520.0,0.322,low,True
6,4,Z1,residential,98.46,93.33,380.0,0.246,low,True
6,4,Z2,commercial,226.5,224.46,600.0,0.374,low,True
6,4,Z3,corridor,128.35,132.16,460.0,0.287,low,True
6,4,Z4,mixed,168.44,169.84,520.0,0.327,low,True
6,5,Z1,residential,214.74,215.65,380.0,0.568,medium,True
6,5,Z2,commercial,203.89,208.1,600.0,0.347,low,True
6,5,Z3,corridor,113.1,109.8,460.0,0.239,low,True
6,5,Z4,mixed,154.04,164.29,520.0,0.316,low,True
6,6,Z1,residential,221.28,234.43,380.0,0.617,medium,True
6,6,Z2,commercial,224.73,213.67,600.0,0.356,low,True
6,6,Z3,corridor,227.29,217.81,460.0,0.474,low,True
6,6,Z4,mixed,277.95,280.59,520.0,0.54,medium,True
6,7,Z1,residential,213.57,226.37,380.0,0.596,medium,True
6,7,Z2,commercial,496.9,478.9,600.0,0.798,medium,True
6,7,Z3,corridor,652.4,637.4,460.0,1.386,critical,True
6,7,Z4,mixed,372.17,368.76,520.0,0.709,medium,True
6,8,Z1,residential,217.67,217.02,380.0,0.571,medium,True
6,8,Z2,commercial,525.75,484.59,600.0,0.808,high,True
6,8,Z3,corridor,662.05,648.07,460.0,1.409,critical,True
6,8,Z4,mixed,355.47,365.78,520.0,0.703,medium,True
6,9,Z1,residential,198.81,204.53,380.0,0.538,medium,True
6,9,Z2,commercial,508.1,487.0,600.0,0.812,high,True
6,9,Z3,corridor,663.47,650.05,460.0,1.413,critical,True
6,9,Z4,mixed,367.43,352.55,520.0,0.678,medium,True
6,10,Z1,residential,217.24,230.12,380.0,0.606,medium,True
6,10,Z2,commercial,925.72,954.85,600.0,1.591,critical,True
6,10,Z3,corridor,598.2,633.01,460.0,1.376,critical,True
6,10,Z4,mixed,368.72,366.43,520.0,0.705,medium,True
6,11,Z1,residential,214.96,223.06,380.0,0.587,medium,True
6,11,Z2,commercial,971.62,975.02,600.0,1.625,critical,True
6,11,Z3,corridor,219.09,219.38,460.0,0.477,low,True
6,11,Z4,mixed,276.5,290.32,520.0,0.558,medium,True
6,12,Z1,residential,233.46,231.27,380.0,0.609,medium,True
6,12,Z2,commercial,989.61,947.91,600.0,1.58,critical,True
6,12,Z3,corridor,219.28,218.73,460.0,0.475,low,True
6,12,Z4,mixed,259.69,277.62,520.0,0.534,medium,True
6,13,Z1,residential,221.5,233.51,380.0,0.614,medium,True
6,13,Z2,commercial,1029.34,946.8,600.0,1.578,critical,True
6,13,Z3,corridor,232.77,221.53,460.0,0.482,low,True
6,13,Z4,mixed,277.51,277.39,520.0,0.533,medium,True
6,14,Z1,residential,221.27,204.93,380.0,0.539,medium,True
6,14,Z2,commercial,1039.19,1023.56,600.0,1.706,critical,True
6,14,Z3,corridor,216.32,218.77,460.0,0.476,low,True
6,14,Z4,mixed,273.6,272.95,520.0,0.525,medium,True
6,15,Z1,residential,218.37,226.16,380.0,0.595,medium,True
6,15,Z2,commercial,976.55,985.76,600.0,1.643,critical,True
6,15,Z3,corridor,221.58,222.69,460.0,0.484,low,True
6,15,Z4,mixed,278.51,266.25,520.0,0.512,medium,True
6,16,Z1,residential,225.68,224.46,380.0,0.591,medium,True
6,16,Z2,commercial,972.85,978.26,600.0,1.63,critical,True
6,16,Z3,corridor,224.06,205.2,460.0,0.446,low,True
6,16,Z4,mixed,574.33,580.5,520.0,1.116,critical,True
6,17,Z1,residential,227.88,229.43,380.0,0.604,medium,True
6,17,Z2,commercial,225.74,226.44,600.0,0.377,low,True
6,17,Z3,corridor,683.81,655.73,460.0,1.425,critical,True
6,17,Z4,mixed,583.09,582.64,520.0,1.12,critical,True
6,18,Z1,residential,726.01,677.42,380.0,1.783,critical,True
6,18,Z2,commercial,263.51,280.68,600.0,0.468,low,True
6,18,Z3,corridor,623.2,670.8,460.0,1.458,critical,True
6,18,Z4,mixed,586.73,549.4,520.0,1.057,critical,True
6,19,Z1,residential,740.75,745.52,380.0,1.962,critical,True
6,19,Z2,commercial,261.24,272.02,600.0,0.453,low,True
6,19,Z3,corridor,646.37,639.49,460.0,1.39,critical,True
6,19,Z4,mixed,589.32,553.98,520.0,1.065,critical,True
6,20,Z1,residential,721.91,773.78,380.0,2.036,critical,True
6,20,Z2,commercial,264.04,258.64,600.0,0.431,low,True
6,20,Z3,corridor,651.1,638.98,460.0,1.389,critical,True
6,20,Z4,mixed,567.31,577.05,520.0,1.11,critical,True
6,21,Z1,residential,692.18,736.3,380.0,1.938,critical,True
6,21,Z2,commercial,269.65,250.21,600.0,0.417,low,True
6,21,Z3,corridor,664.47,640.28,460.0,1.392,critical,True
6,21,Z4,mixed,572.29,570.35,520.0,1.097,critical,True
6,22,Z1,residential,765.2,749.2,380.0,1.972,critical,True
6,22,Z2,commercial,221.18,225.16,600.0,0.375,low,True
6,22,Z3,corridor,120.66,129.56,460.0,0.282,low,True
6,22,Z4,mixed,297.87,289.49,520.0,0.557,medium,True
6,23,Z1,residential,96.06,89.32,380.0,0.235,low,True
6,23,Z2,commercial,214.82,213.39,600.0,0.356,low,True
6,23,Z3,corridor,113.96,122.33,460.0,0.266,low,True
6,23,Z4,mixed,155.65,167.19,520.0,0.322,low,True
7,0,Z1,residential,84.6,92.93,380.0,0.245,low,False
7,0,Z2,commercial,198.14,204.22,600.0,0.34,low,False
7,0,Z3,corridor,109.53,113.59,460.0,0.247,low,False
7,0,Z4,mixed,157.7,155.52,520.0,0.299,low,False
7,1,Z1,residential,80.46,79.48,380.0,0.209,low,False
7,1,Z2,commercial,176.73,191.37,600.0,0.319,low,False
7,1,Z3,corridor,98.97,97.13,460.0,0.211,low,False
7,1,Z4,mixed,142.94,147.93,520.0,0.284,low,False
7,2,Z1,residential,78.92,85.74,380.0,0.226,low,False
7,2,Z2,commercial,197.7,201.17,600.0,0.335,low,False
7,2,Z3,corridor,104.19,103.64,460.0,0.225,low,False
7,2,Z4,mixed,144.14,146.88,520.0,0.282,low,False
7,3,Z1,residential,87.65,88.29,380.0,0.232,low,False
7,3,Z2,commercial,201.1,193.68,600.0,0.323,low,False
7,3,Z3,corridor,113.82,114.47,460.0,0.249,low,False
7,3,Z4,mixed,164.23,163.0,520.0,0.313,low,False
7,4,Z1,residential,95.04,97.63,380.0,0.257,low,False
7,4,Z2,commercial,199.12,214.14,600.0,0.357,low,False
7,4,Z3,corridor,117.69,114.51,460.0,0.249,low,False
7,4,Z4,mixed,171.14,160.47,520.0,0.309,low,False
7,5,Z1,residential,202.66,195.84,380.0,0.515,medium,False
7,5,Z2,commercial,203.51,204.32,600.0,0.341,low,False
7,5,Z3,corridor,101.52,105.1,460.0,0.228,low,False
7,5,Z4,mixed,158.83,158.68,520.0,0.305,low,False
7,6,Z1,residential,187.41,197.37,380.0,0.519,medium,False
7,6,Z2,commercial,198.56,191.91,600.0,0.32,low,False
7,6,Z3,corridor,216.48,205.71,460.0,0.447,low,False
7,6,Z4,mixed,252.68,261.11,520.0,0.502,medium,False
7,7,Z1,residential,210.71,204.13,380.0,0.537,medium,False
7,7,Z2,commercial,457.31,451.33,600.0,0.752,medium,False
7,7,Z3,corridor,612.31,607.62,460.0,1.321,critical,False
7,7,Z4,mixed,335.5,329.4,520.0,0.633,medium,False
7,8,Z1,residential,193.7,187.06,380.0,0.492,low,False
7,8,Z2,commercial,438.84,445.6,600.0,0.743,medium,False
7,8,Z3,corridor,610.98,621.72,460.0,1.352,critical,False
7,8,Z4,mixed,311.89,308.91,520.0,0.594,medium,False
7,9,Z1,residential,185.23,183.09,380.0,0.482,low,False
7,9,Z2,commercial,437.54,429.65,600.0,0.716,medium,False
7,9,Z3,corridor,581.34,590.43,460.0,1.284,critical,False
7,9,Z4,mixed,328.8,323.08,520.0,0.621,medium,False
7,10,Z1,residential,224.79,210.83,380.0,0.555,medium,False
7,10,Z2,commercial,897.69,968.06,600.0,1.613,critical,False
7,10,Z3,corridor,628.68,618.37,460.0,1.344,critical,False
7,10,Z4,mixed,328.66,332.96,520.0,0.64,medium,False
7,11,Z1,residential,202.46,184.44,380.0,0.485,low,False
7,11,Z2,commercial,909.27,840.34,600.0,1.401,critical,False
7,11,Z3,corridor,198.91,202.35,460.0,0.44,low,False
7,11,Z4,mixed,253.43,253.49,520.0,0.487,low,False
7,12,Z1,residential,195.89,202.24,380.0,0.532,medium,False
7,12,Z2,commercial,917.54,896.8,600.0,1.495,critical,False
7,12,Z3,corridor,193.79,199.23,460.0,0.433,low,False
7,12,Z4,mixed,251.81,246.23,520.0,0.474,low,False
7,13,Z1,residential,205.98,199.44,380.0,0.525,medium,False
7,13,Z2,commercial,895.35,913.41,600.0,1.522,critical,False
7,13,Z3,corridor,200.23,200.81,460.0,0.437,low,False
7,13,Z4,mixed,247.28,258.08,520.0,0.496,low,False
7,14,Z1,residential,196.38,190.93,380.0,0.502,medium,False
7,14,Z2,commercial,923.29,928.56,600.0,1.548,critical,False
7,14,Z3,corridor,212.31,199.25,460.0,0.433,low,False
7,14,Z4,mixed,256.99,264.48,520.0,0.509,medium,False
7,15,Z1,residential,191.18,204.28,380.0,0.538,medium,False
7,15,Z2,commercial,897.72,917.18,600.0,1.529,critical,False
7,15,Z3,corridor,192.05,203.07,460.0,0.441,low,False
7,15,Z4,mixed,250.8,238.01,520.0,0.458,low,False
7,16,Z1,residential,197.54,203.35,380.0,0.535,medium,False
7,16,Z2,commercial,861.3,899.19,600.0,1.499,critical,False
7,16,Z3,corridor,200.25,192.64,460.0,0.419,low,False
7,16,Z4,mixed,515.27,515.65,520.0,0.992,high,False
7,17,Z1,residential,201.84,204.44,380.0,0.538,medium,False
7,17,Z2,commercial,198.52,214.37,600.0,0.357,low,False
7,17,Z3,corridor,584.27,609.56,460.0,1.325,critical,False
7,17,Z4,mixed,533.64,524.48,520.0,1.009,critical,False
7,18,Z1,residential,658.19,706.68,380.0,1.86,critical,False
7,18,Z2,commercial,238.43,263.1,600.0,0.439,low,False
7,18,Z3,corridor,602.76,669.06,460.0,1.454,critical,False
7,18,Z4,mixed,539.83,576.93,520.0,1.109,critical,False
7,19,Z1,residential,666.6,709.44,380.0,1.867,critical,False
7,19,Z2,commercial,241.35,233.43,600.0,0.389,low,False
7,19,Z3,corridor,586.53,600.33,460.0,1.305,critical,False
7,19,Z4,mixed,523.13,547.47,520.0,1.053,critical,False
7,20,Z1,residential,685.25,691.33,380.0,1.819,critical,False
7,20,Z2,commercial,243.0,244.95,600.0,0.408,low,False
7,20,Z3,corridor,592.16,579.67,460.0,1.26,critical,False
7,20,Z4,mixed,515.04,509.75,520.0,0.98,high,False
7,21,Z1,residential,727.36,683.88,380.0,1.8,critical,False
7,21,Z2,commercial,263.01,246.63,600.0,0.411,low,False
7,21,Z3,corridor,641.88,596.16,460.0,1.296,critical,False
7,21,Z4,mixed,551.64,544.03,520.0,1.046,critical,False
7,22,Z1,residential,658.06,672.44,380.0,1.77,critical,False
7,22,Z2,commercial,205.26,199.71,600.0,0.333,low,False
7,22,Z3,corridor,118.87,115.64,460.0,0.251,low,False
7,22,Z4,mixed,267.39,269.13,520.0,0.518,medium,False
7,23,Z1,residential,92.99,93.71,380.0,0.247,low,False
7,23,Z2,commercial,198.47,211.79,600.0,0.353,low,False
7,23,Z3,corridor,104.91,116.2,460.0,0.253,low,False
7,23,Z4,mixed,156.44,164.74,520.0,0.317,low,False
8,0,Z1,residential,87.55,88.16,380.0,0.232,low,False
8,0,Z2,commercial,195.6,199.62,600.0,0.333,low,False
8,0,Z3,corridor,110.18,117.88,460.0,0.256,low,False
8,0,Z4,mixed,152.6,158.07,520.0,0.304,low,False
8,1,Z1,residential,93.21,92.21,380.0,0.243,low,False
8,1,Z2,commercial,218.22,208.79,600.0,0.348,low,False
8,1,Z3,corridor,122.0,123.96,460.0,0.269,low,False
8,1,Z4,mixed,156.1,166.35,520.0,0.32,low,False
8,2,Z1,residential,83.56,81.7,380.0,0.215,low,False
8,2,Z2,commercial,202.0,198.2,600.0,0.33,low,False
8,2,Z3,corridor,105.66,103.27,460.0,0.225,low,False
8,2,Z4,mixed,149.32,149.42,520.0,0.287,low,False
8,3,Z1,residential,82.71,79.69,380.0,0.21,low,False
8,3,Z2,commercial,201.54,197.51,600.0,0.329,low,False
8,3,Z3,corridor,106.28,103.84,460.0,0.226,low,False
8,3,Z4,mixed,159.32,149.49,520.0,0.287,low,False
8,4,Z1,residential,88.44,95.9,380.0,0.252,low,False
8,4,Z2,commercial,194.89,210.48,600.0,0.351,low,False
8,4,Z3,corridor,114.88,118.08,460.0,0.257,low,False
8,4,Z4,mixed,167.91,159.83,520.0,0.307,low,False
8,5,Z1,residential,222.21,221.35,380.0,0.583,medium,False
8,5,Z2,commercial,213.45,207.02,600.0,0.345,low,False
8,5,Z3,corridor,118.87,127.32,460.0,0.277,low,False
8,5,Z4,mixed,165.06,166.83,520.0,0.321,low,False
8,6,Z1,residential,205.36,203.39,380.0,0.535,medium,False
8,6,Z2,commercial,213.15,203.96,600.0,0.34,low,False
8,6,Z3,corridor,219.3,225.2,460.0,0.49,low,False
8,6,Z4,mixed,263.28,274.64,520.0,0.528,medium,False
8,7,Z1,residential,206.72,202.47,380.0,0.533,medium,False
8,7,Z2,commercial,464.14,444.59,600.0,0.741,medium,False
8,7,Z3,corridor,624.59,638.65,460.0,1.388,critical,False
8,7,Z4,mixed,338.0,347.13,520.0,0.668,medium,False
8,8,Z1,residential,193.07,203.61,380.0,0.536,medium,False
8,8,Z2,commercial,449.06,466.86,600.0,0.778,medium,False
8,8,Z3,corridor,659.8,609.52,460.0,1.325,critical,False
8,8,Z4,mixed,350.15,360.06,520.0,0.692,medium,False
8,9,Z1,residential,196.5,188.22,380.0,0.495,low,False
8,9,Z2,commercial,462.97,418.36,600.0,0.697,medium,False
8,9,Z3,corridor,593.77,595.37,460.0,1.294,critical,False
8,9,Z4,mixed,338.75,328.42,520.0,0.632,medium,False
8,10,Z1,residential,226.8,209.26,380.0,0.551,medium,False
8,10,Z2,commercial,945.32,934.81,600.0,1.558,critical,False
8,10,Z3,corridor,608.02,613.08,460.0,1.333,critical,False
8,10,Z4,mixed,349.67,353.12,520.0,0.679,medium,False
8,11,Z1,residential,210.29,218.32,380.0,0.575,medium,False
8,11,Z2,commercial,936.33,940.07,600.0,1.567,critical,False
8,11,Z3,corridor,209.5,219.49,460.0,0.477,low,False
8,11,Z4,mixed,264.98,269.81,520.0,0.519,medium,False
8,12,Z1,residential,221.02,208.19,380.0,0.548,medium,False
8,12,Z2,commercial,922.61,929.15,600.0,1.549,critical,False
8,12,Z3,corridor,204.87,212.08,460.0,0.461,low,False
8,12,Z4,mixed,263.68,250.12,520.0,0.481,low,False
8,13,Z1,residential,213.33,229.99,380.0,0.605,medium,False
8,13,Z2,commercial,920.08,911.63,600.0,1.519,critical,False
8,13,Z3,corridor,216.85,222.17,460.0,0.483,low,False
8,13,Z4,mixed,284.13,280.74,520.0,0.54,medium,False
8,14,Z1,residential,215.6,216.41,380.0,0.57,medium,False
8,14,Z2,commercial,944.54,943.48,600.0,1.572,critical,False
8,14,Z3,corridor,226.19,226.77,460.0,0.493,low,False
8,14,Z4,mixed,274.06,257.9,520.0,0.496,low,False
8,15,Z1,residential,208.77,213.51,380.0,0.562,medium,False
8,15,Z2,commercial,942.88,932.58,600.0,1.554,critical,False
8,15,Z3,corridor,222.47,215.27,460.0,0.468,low,False
8,15,Z4,mixed,273.99,260.03,520.0,0.5,medium,False
8,16,Z1,residential,213.68,216.2,380.0,0.569,medium,False
8,16,Z2,commercial,1015.25,957.75,600.0,1.596,critical,False
8,16,Z3,corridor,219.38,213.22,460.0,0.464,low,False
8,16,Z4,mixed,546.16,560.21,520.0,1.077,critical,False
8,17,Z1,residential,206.61,204.43,380.0,0.538,medium,False
8,17,Z2,commercial,199.53,213.48,600.0,0.356,low,False
8,17,Z3,corridor,627.6,637.14,460.0,1.385,critical,False
8,17,Z4,mixed,558.3,571.53,520.0,1.099,critical,False
8,18,Z1,residential,693.25,710.91,380.0,1.871,critical,False
8,18,Z2,commercial,244.01,238.9,600.0,0.398,low,False
8,18,Z3,corridor,625.31,636.32,460.0,1.383,critical,False
8,18,Z4,mixed,535.65,505.41,520.0,0.972,high,False
8,19,Z1,residential,703.94,686.42,380.0,1.806,critical,False
8,19,Z2,commercial,256.24,257.99,600.0,0.43,low,False
8,19,Z3,corridor,633.33,653.72,460.0,1.421,critical,False
8,19,Z4,mixed,531.21,544.17,520.0,1.046,critical,False
8,20,Z1,residential,717.7,708.6,380.0,1.865,critical,False
8,20,Z2,commercial,272.37,267.12,600.0,0.445,low,False
8,20,Z3,corridor,636.39,625.45,460.0,1.36,critical,False
8,20,Z4,mixed,552.99,570.86,520.0,1.098,critical,False
8,21,Z1,residential,748.45,728.41,380.0,1.917,critical,False
8,21,Z2,commercial,256.38,276.82,600.0,0.461,low,False
8,21,Z3,corridor,645.53,629.95,460.0,1.369,critical,False
8,21,Z4,mixed,545.31,545.07,520.0,1.048,critical,False
8,22,Z1,residential,694.15,726.59,380.0,1.912,critical,False
8,22,Z2,commercial,203.13,217.02,600.0,0.362,low,False
8,22,Z3,corridor,113.16,118.87,460.0,0.258,low,False
8,22,Z4,mixed,278.87,289.93,520.0,0.558,medium,False
8,23,Z1,residential,97.42,94.61,380.0,0.249,low,False
8,23,Z2,commercial,221.97,214.57,600.0,0.358,low,False
8,23,Z3,corridor,122.54,121.43,460.0,0.264,low,False
8,23,Z4,mixed,172.11,167.29,520.0,0.322,low,False
9,0,Z1,residential,87.07,81.96,380.0,0.216,low,False
